time_identifier,year_breakdown,time_period,geographic_level,country_code,country_name,school_type,characteristic_group,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_pa_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Academic year,six half terms,201314,National,E92000001,England,Special,Major ethnic groups,Ethnicity Major Mixed Total,4010,1384268,128496,97677,30819,9.2826,7.05622,2.22638,1133,28.25436,372086,90236,63488,26748,24.25138,17.06272,7.18866,54309,13817,601,278,2,4594,:,3848,19695,97146,1887,1552,25665,1662,30766,127912
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor White and Black Caribbean,1392,472995,48523,34322,14201,10.25867,7.25631,3.00236,433,31.10632,139405,35444,23098,12346,25.4252,16.56899,8.85621,18176,4559,29,223,0,1150,:,1965,7901,34005,467,757,12305,653,14182,48187
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor White and Black African,466,159216,12143,9688,2455,7.62675,6.08482,1.54193,107,22.96137,33748,7843,5747,2096,23.2399,17.02916,6.21074,5480,1562,52,11,0,375,:,175,2031,9686,160,165,1925,205,2455,12141
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor White and Asian,667,234680,21212,17274,3938,9.03869,7.36066,1.67803,187,28.03598,62633,14784,11334,3450,23.60417,18.09589,5.50828,9601,2538,207,4,2,1020,:,375,3451,17198,506,191,3049,167,3913,21111
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor Any other Mixed background,1485,517377,46618,36393,10225,9.01045,7.03414,1.97632,406,27.34007,136300,32165,23309,8856,23.59868,17.10125,6.49743,21052,5158,313,40,0,2049,:,1333,6312,36257,754,439,8386,637,10216,46473
Academic year,six half terms,201314,National,E92000001,England,Special,Major ethnic groups,Ethnicity Major Asian Total,7187,2534039,267621,238851,28770,10.56105,9.4257,1.13534,2398,33.3658,850432,190979,168558,22421,22.4567,19.82028,2.63642,150127,36948,9495,70,3,12578,:,1109,26846,237176,6239,1789,17719,2506,28253,265429
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor Indian,1280,455685,39560,36829,2731,8.68144,8.08212,0.59932,353,27.57812,126933,26155,24436,1719,20.60536,19.2511,1.35426,22290,6501,627,22,0,3319,:,125,3854,36738,675,320,1501,235,2731,39469
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor Pakistani,3570,1251684,142729,124925,17804,11.40296,9.98055,1.4224,1277,35.77031,451880,105132,90685,14447,23.26547,20.06838,3.19709,78728,19347,6225,23,2,5855,:,604,13599,124383,4183,964,10966,1596,17709,142092
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor Bangladeshi,1132,402823,43298,39003,4295,10.74864,9.68242,1.06623,403,35.60071,142884,30828,27390,3438,21.57554,19.1694,2.40615,26793,5453,1713,14,1,972,:,139,3144,38229,788,217,2554,345,3904,42133
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor Any other Asian background,1205,423847,42034,38094,3940,9.91726,8.98768,0.92958,365,30.29046,128735,28864,26047,2817,22.42125,20.23304,2.18822,22316,5647,930,11,0,2432,:,241,6249,37826,593,288,2698,330,3909,41735
Academic year,six half terms,201314,National,E92000001,England,Special,Major ethnic groups,Ethnicity Major Black Total,5295,1862681,137191,113250,23941,7.36524,6.07995,1.2853,1136,21.4542,383910,83791,65547,18244,21.82569,17.07353,4.75216,61635,18215,1777,120,35,5401,:,5302,20426,112911,2123,1407,17583,2726,23839,136750
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor Black Caribbean,1353,465732,38508,28568,9940,8.26827,6.134,2.13427,342,25.27716,110375,25900,17548,8352,23.46546,15.89853,7.56693,13760,3942,48,74,0,1408,:,2897,6424,28553,398,572,8184,784,9938,38491
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor Black African,3101,1103574,76985,66889,10096,6.97597,6.06113,0.91485,600,19.3486,209161,44351,37296,7055,21.20424,17.83124,3.373,38006,11399,1603,36,34,3221,:,1473,10847,66619,1383,616,6564,1500,10063,76682
Academic year,six half terms,201314,National,E92000001,England,Special,Minor ethnic groups,Ethnicity Minor Any other black background,841,293375,21698,17793,3905,7.39599,6.06493,1.33106,194,23.06778,64374,13540,10703,2837,21.03334,16.62628,4.40706,9869,2874,126,10,1,772,:,932,3155,17739,342,219,2835,442,3838,21577
Academic year,six half terms,201314,National,E92000001,England,Special,Major ethnic groups,Ethnicity Major Chinese,222,77519,4944,4297,647,6.37779,5.54316,0.83463,39,17.56757,13400,2818,2259,559,21.02985,16.85821,4.17164,2533,759,2,0,2,495,:,0,446,4237,159,20,449,19,647,4884
Academic year,six half terms,201314,National,E92000001,England,Special,Major ethnic groups,Ethnicity Major Any Other Ethnic Group,1052,369189,36587,31289,5298,9.9101,8.47506,1.43504,334,31.74905,118992,25851,21794,4057,21.72499,18.31552,3.40947,17498,5458,721,12,1,2290,:,277,4556,30813,826,236,3560,648,5270,36083
Academic year,six half terms,201314,National,E92000001,England,Special,Minority ethnic total,Ethnicity Minority Ethnic Group,20818,7288856,694507,579006,115501,9.52834,7.94372,1.58462,6098,29.29196,2097968,483634,388326,95308,23.0525,18.50962,4.54287,337872,89952,12850,567,2671,30207,:,12030,89283,575434,13485,5962,85693,9636,114776,690210
Academic year,six half terms,201314,National,E92000001,England,Special,Major ethnic groups,Ethnicity Major Unclassified,1697,413103,56744,41641,15103,13.73604,10.08005,3.65599,708,41.72068,143514,46418,32497,13921,32.34388,22.64378,9.7001,19387,5269,223,93,202,1919,:,1840,12385,41318,429,572,12741,1292,15034,56352
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 1 and below,4373,1552997,145851,135865,9986,9.39158,8.74857,0.64301,1307,29.88795,466173,95895,88435,7460,20.57069,18.97043,1.60026,91775,21537,1025,8,39,8729,:,14,12390,135523,1871,836,6189,1072,9968,145491
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 2,4482,1601504,138986,128213,10773,8.67847,8.00579,0.67268,1156,25.79206,410134,86803,79084,7719,21.16455,19.28248,1.88207,85237,20261,1126,10,116,7747,:,216,13362,128075,1651,990,6582,1549,10772,138847
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 3,5092,1820641,144784,131777,13007,7.95236,7.23795,0.71442,1229,24.1359,437605,87245,78053,9192,19.93693,17.8364,2.10052,84812,21218,1280,23,319,9043,:,569,14318,131582,2504,923,8518,1062,13007,144589
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 4,5543,1989070,151453,135285,16168,7.61426,6.80142,0.81284,1227,22.13603,437238,90481,78623,11858,20.69376,17.98174,2.71202,85681,22053,1130,4,326,8309,:,1270,16137,134910,2099,999,11507,1541,16146,151056
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 5,5915,2115334,154603,135579,19024,7.30868,6.40934,0.89934,1234,20.86221,432764,90391,76355,14036,20.8869,17.64357,3.24334,81626,23164,1240,51,173,9418,:,1661,17793,135126,2462,1427,13455,1592,18936,154062
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 6,6248,2246798,168195,145332,22863,7.48599,6.46841,1.01758,1376,22.02305,484583,101015,84310,16705,20.84576,17.39846,3.44729,87174,23057,1213,66,204,9137,:,2913,20727,144491,2826,1565,16952,1470,22813,167304
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 7,8810,3181187,233431,191544,41887,7.33786,6.02115,1.31671,1872,21.24858,652583,141838,108767,33071,21.73486,16.66715,5.06771,111488,30852,1350,45,479,10086,:,5932,27989,188221,3840,1951,33173,2232,41196,229417
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 8,9388,3357231,276064,220883,55181,8.22297,6.57932,1.64365,2291,24.40349,780172,181993,136813,45180,23.32729,17.53626,5.79103,124773,32893,1407,99,621,11326,:,9142,38712,218981,4715,2359,44813,2962,54849,273830
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 9,9917,3539593,329584,246229,83355,9.31135,6.95642,2.35493,2719,27.41757,924304,233935,160695,73240,25.30931,17.38551,7.9238,130078,36253,1329,88,262,11038,:,12684,51748,243486,4605,2718,72617,2932,82872,326358
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 10,10312,3679669,404283,282686,121597,10.98694,7.68238,3.30456,3265,31.66214,1113553,309668,198498,111170,27.809,17.82564,9.98336,143971,37109,1331,316,915,10686,:,13469,71831,279654,4546,4453,108051,4024,121074,400728
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 11,10155,2995312,360517,237652,122865,12.03604,7.93413,4.10191,3288,32.37814,947127,286892,172371,114521,30.29076,18.19935,12.09141,115165,31234,1294,3045,220,7145,:,9389,68635,236140,3149,3864,112326,3218,122557,358697
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year 12 and above,28,7068,761,535,226,10.76684,7.56933,3.19751,8,28.57143,1861,531,349,182,28.53305,18.75336,9.77969,171,32,6,0,0,28,:,64,234,535,14,18,116,78,226,761
Academic year,six half terms,201314,National,E92000001,England,Special,NC Year,NC Year Not followed or missing,1736,295929,40992,30884,10108,13.85197,10.43629,3.41568,720,41.47465,88151,33521,23881,9640,38.02679,27.09101,10.93578,14140,3692,134,5,286,1049,:,1770,9753,30829,253,232,8531,1092,10108,40937
Academic year,six half terms,201314,National,E92000001,England,Special,FSM,FSM eligible,31122,10946326,1122920,820634,302286,10.25842,7.49689,2.76153,9761,31.36367,3322181,811590,545714,265876,24.42943,16.42638,8.00306,471395,115227,5277,1973,1926,31932,:,31711,158216,817668,14401,12122,262463,12286,301272,1118940
Academic year,six half terms,201314,National,E92000001,England,Special,FSM,FSM Not eligible,49722,17352199,1401587,1185628,215959,8.07729,6.83272,1.24456,11332,22.79072,3808096,904738,725278,179460,23.75828,19.04569,4.71259,679773,186834,8532,1782,1822,71354,:,25660,197878,1173683,20074,10017,172845,11521,214457,1388140
Academic year,six half terms,201314,National,E92000001,England,Special,FSM,FSM unclassified,1155,83808,24997,16202,8795,29.82651,19.33228,10.49422,599,51.86147,45971,23880,15242,8638,51.94579,33.15569,18.79011,4923,1294,56,5,212,455,:,1722,7535,16202,60,196,7522,1017,8795,24997
Academic year,six half terms,201314,National,E92000001,England,Special,FSM ever 6,FSM eligible in last 6 years,42701,14772068,1496627,1093096,403531,10.13147,7.39975,2.73172,13140,30.77211,4363089,1082098,726531,355567,24.80119,16.65176,8.14943,609958,152898,7027,2532,2680,43540,:,45583,221788,1086027,19163,15579,349682,17090,401514,1487541
Academic year,six half terms,201314,National,E92000001,England,Special,FSM ever 6,FSM not eligible in last 6 years,38381,13498735,1025997,910795,115202,7.60069,6.74726,0.85343,8050,20.97392,2755658,633135,542786,90349,22.97582,19.69715,3.27867,539659,148928,6812,1162,1086,59731,:,11528,134098,903042,15246,6606,85719,7139,114710,1017752
Academic year,six half terms,201314,National,E92000001,England,Special,FSM ever 6,FSM unclassified in last 6 years,917,111530,26880,18573,8307,24.10114,16.65292,7.44822,502,54.74373,57501,24975,16917,8058,43.43403,29.42036,14.01367,6474,1529,26,66,194,470,:,1982,7743,18484,126,150,7429,595,8300,26784
Academic year,six half terms,201314,National,E92000001,England,Special,SEN Provision,SEN provision No identified SEN,460,33399,6613,5661,952,19.79999,16.94961,2.85038,126,27.3913,17930,6218,5310,908,34.67931,29.61517,5.06414,2639,1155,20,45,0,30,:,93,1679,5661,9,10,798,135,952,6613
Academic year,six half terms,201314,National,E92000001,England,Special,SEN Provision,SEN provision With statement,78650,27799790,2422106,1931179,490927,8.71268,6.94674,1.76594,20026,25.46217,6863596,1623886,1204521,419365,23.65941,17.54942,6.10999,1125609,294094,13593,3373,3746,101954,:,55133,318733,1916294,33863,21328,410706,22554,488451,2404745
Academic year,six half terms,201314,National,E92000001,England,Special,SEN Provision,SEN provision SEN without statement,1731,464693,95501,69138,26363,20.55142,14.87821,5.67321,939,54.2461,248408,85937,60877,25060,34.5951,24.50686,10.08824,22908,6811,196,337,2,1302,:,2175,35381,69112,603,801,23801,1118,26323,95435
Academic year,six half terms,201314,National,E92000001,England,Special,SEN Provision,SEN provision Unclassified,1158,84451,25284,16486,8798,29.93925,19.52138,10.41788,601,51.89983,46314,24167,15526,8641,52.18077,33.52334,18.65743,4935,1295,56,5,212,455,:,1692,7836,16486,60,196,7525,1017,8798,25284
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Autistic spectrum disorder,18005,6474132,405397,349713,55684,6.2618,5.4017,0.8601,3025,16.80089,1057665,214743,173801,40942,20.3035,16.43252,3.87098,222414,42024,3007,445,707,23748,:,4070,51357,347790,6529,4350,39858,4572,55309,403099
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Hearing impairment,726,256374,16801,14220,2581,6.55332,5.54658,1.00673,129,17.7686,45483,8271,6488,1783,18.18482,14.26467,3.92015,7372,3281,346,30,0,785,:,268,1333,13415,290,164,2051,76,2581,15996
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Moderate learning difficulty,14720,5220710,365690,293289,72401,7.0046,5.6178,1.3868,2925,19.87092,1009001,209533,153691,55842,20.76638,15.232,5.53439,177005,48540,2047,387,609,16322,:,6792,38945,290686,7575,3543,56937,3991,72046,362732
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Multi-sensory impairment,149,53030,5912,5645,267,11.14841,10.64492,0.50349,53,35.57047,19009,4366,4127,239,22.96807,21.71077,1.2573,3581,1179,58,0,0,316,:,11,484,5629,20,52,184,11,267,5896
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Other difficulty/disability,795,260525,34617,30194,4423,13.2874,11.58967,1.69773,278,34.96855,88387,27521,23788,3733,31.13693,26.91346,4.22347,12167,4315,74,79,0,882,:,371,12249,30137,282,168,3577,396,4423,34560
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Physical disability,2460,855354,93611,85284,8327,10.94412,9.97061,0.97352,887,36.05691,308902,67615,60905,6710,21.88882,19.71661,2.17221,49316,20303,626,10,141,4208,:,131,8268,83003,1216,453,5272,1282,8223,91226
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Profound and multiple learning difficulty,6138,2236966,338563,320625,17938,15.13492,14.33303,0.80189,2874,46.82307,1045460,283390,267354,16036,27.10673,25.57286,1.53387,209625,54767,2025,12,54,11837,:,83,40584,318987,2213,1464,11830,2391,17898,336885
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Speech language and communications needs,4494,1577757,96367,81618,14749,6.10785,5.17304,0.93481,791,17.60125,266444,49385,38980,10405,18.53485,14.62972,3.90514,49471,13589,784,169,265,5323,:,927,9147,79675,2110,1084,10175,1037,14406,94081
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Severe learning difficulty,17998,6524388,458095,414366,43729,7.02127,6.35103,0.67024,3733,20.74119,1338420,254711,222701,32010,19.03072,16.6391,2.39163,261281,75019,4144,206,893,30437,:,1286,38961,412229,7784,3683,27106,4516,43089,455318
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Specific learning difficulty,1035,351398,25421,21312,4109,7.23425,6.06492,1.16933,232,22.41546,74243,14623,11531,3092,19.69613,15.53143,4.1647,12738,3782,139,36,2,1079,:,254,3118,21148,369,282,3198,250,4099,25247
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Visual impairment,443,144895,13462,12354,1108,9.29087,8.52617,0.76469,137,30.92551,44034,8991,8094,897,20.41831,18.38125,2.03706,6903,3256,175,0,0,509,:,7,1211,12061,169,42,777,97,1085,13146
Academic year,six half terms,201314,National,E92000001,England,Special,SEN primary need,SEN primary need Unclassified,13256,4265243,656951,367116,289835,15.40243,8.60715,6.79528,5810,43.82921,1791929,560965,290205,270760,31.30509,16.19512,15.10997,134742,30326,360,2267,1077,7716,:,42705,146872,366065,5856,6728,271582,5043,289209,655274
Academic year,six half terms,201314,National,E92000001,England,Special,First Language,First language Known or believed to be English,70694,24396552,2152624,1676875,475749,8.82348,6.87341,1.95007,18106,25.61179,5932916,1462989,1049414,413575,24.65885,17.688,6.97086,946578,246520,3110,3623,3887,83622,:,56758,319919,1664076,25100,19567,410876,18243,473786,2137862
Academic year,six half terms,201314,National,E92000001,England,Special,First Language,First language Known or believed to be other than English,11041,3897778,388171,339297,48874,9.95878,8.70488,1.25389,3508,31.77248,1220075,271032,232742,38290,22.21437,19.07604,3.13833,206260,55902,10697,121,59,19768,:,2194,42203,337204,9347,2597,30775,5602,48321,385525
Academic year,six half terms,201314,National,E92000001,England,Special,First Language,First language Unclassified,264,88003,8709,6292,2417,9.89625,7.14976,2.7465,78,29.54545,23257,6187,4078,2109,26.60274,17.53451,9.06824,3253,933,58,16,14,351,:,141,1507,6273,88,171,1179,979,2417,8690
Academic year,six half terms,201213,National,E92000001,England,Total,Total,Total,6477725,2282241293,120140176,95808781,24331395,5.26413,4.19801,1.06612,883313,13.63616,287732091,48716467,33493508,15222959,16.93119,11.64052,5.29067,69691693,7300207,555886,803065,310280,8264912,126973,1396771,6830615,95280402,5235417,1424223,14901031,2641344,24202015,119482417
Academic year,six half terms,201213,National,E92000001,England,Total,Gender,Gender male,3313088,1167225533,61219325,48822295,12397030,5.24486,4.18276,1.06209,447383,13.5035,145894508,24779527,17039840,7739687,16.98455,11.67956,5.30499,35157089,3628938,291824,424484,163817,4179697,66213,1055581,3551711,48519354,2618351,734401,7616215,1356533,12325500,60844854
Academic year,six half terms,201213,National,E92000001,England,Total,Gender,Gender female,3164637,1115015760,58920851,46986486,11934365,5.28431,4.21398,1.07033,435930,13.77504,141837583,23936940,16453668,7483272,16.8763,11.60036,5.27594,34534604,3671269,264062,378581,146463,4085215,60760,341190,3278904,46761048,2617066,689822,7284816,1284811,11876515,58637563
Academic year,six half terms,201213,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major White Total,4926082,1762041697,95004809,76587534,18417275,5.39175,4.34652,1.04522,685271,13.91108,229327302,39183923,27198394,11985529,17.08646,11.86008,5.22639,55908017,5815085,86636,659681,291692,6937593,45161,1075290,5370043,76189198,3761072,1069381,11596375,1898395,18325223,94514421
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor White British,4604937,1650618202,87658571,71263664,16394907,5.31065,4.31739,0.99326,620344,13.47128,208703312,35489608,24874879,10614729,17.00481,11.91878,5.08604,52146776,5442636,54820,630509,90506,6522143,34861,1011204,4956613,70890068,3350315,993550,10307036,1660145,16311046,87201114
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Irish,19972,7105883,419314,329317,89997,5.90094,4.63443,1.26651,3240,16.22271,1051763,193740,128177,65563,18.4205,12.18687,6.23363,231699,26197,354,4318,6616,19937,157,5401,31386,326065,10978,5210,59788,13296,89272,415337
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Traveller of Irish heritage,4964,1483917,317875,198936,118939,21.42135,13.40614,8.01521,3469,69.88316,999137,291549,179488,112061,29.18008,17.9643,11.21578,72664,5624,333,189,88492,3116,14,4623,23378,198433,5240,4534,96624,12362,118760,317193
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Gypsy Roma,17718,5648289,861543,492724,368819,15.25317,8.72342,6.52975,10278,58.0088,3168653,726766,398572,328194,22.93612,12.57859,10.35752,284950,25888,545,567,101405,11271,261,12122,53845,490854,27605,11811,293080,34138,366634,857488
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Any other white background,278491,97185406,5747506,4302893,1444613,5.91396,4.42751,1.48645,47940,17.2142,15404437,2482260,1617278,864982,16.11393,10.49878,5.61515,3171928,314740,30584,24098,4673,381126,9868,41940,304821,4283778,366934,54276,839847,178454,1439511,5723289
Academic year,six half terms,201213,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Mixed Total,295019,104621439,5752021,4389475,1362546,5.49794,4.19558,1.30236,44633,15.12886,14663298,2483746,1610010,873736,16.93852,10.97986,5.95866,3204766,327755,28872,31666,1064,310361,8326,88339,363756,4364905,223721,115003,857904,158186,1354814,5719719
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor White and Black Caribbean,89265,31554134,1951964,1415195,536769,6.18608,4.48497,1.70111,16679,18.68481,5504429,962682,593705,368977,17.48923,10.78595,6.70327,1042602,104665,1682,7723,73,74768,831,43618,130342,1406304,61269,49316,359467,63087,533139,1939443
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor White and Black African,35708,12600732,633089,482410,150679,5.02422,3.82843,1.1958,4715,13.20432,1531400,255355,164860,90495,16.67461,10.76531,5.9093,352371,37240,3592,3111,40,33038,782,9222,40144,479540,26338,12866,91546,19115,149865,629405
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor White and Asian,65646,23487954,1196333,959427,236906,5.09339,4.08476,1.00863,8435,12.84922,2797882,461376,314861,146515,16.49019,11.25355,5.23664,696943,70854,10811,8475,253,83391,3169,10560,70269,954725,51079,16315,143663,24770,235827,1190552
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Any other Mixed background,104400,36978619,1970635,1532443,438192,5.32912,4.14413,1.18499,14804,14.18008,4829587,804333,536584,267749,16.65428,11.11035,5.54393,1112850,114996,12787,12357,698,119164,3544,24939,123001,1524336,85035,36506,263228,51214,435983,1960319
Academic year,six half terms,201213,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Asian Total,617016,219136536,10611921,8332730,2279191,4.84261,3.80253,1.04008,71555,11.59694,23786771,3604175,2490247,1113928,15.15201,10.46904,4.68297,6089581,597870,321378,58933,516,581377,56006,67781,495515,8268957,783069,89939,1131021,260577,2264606,10533563
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Indian,161438,57685918,2415128,2013697,401431,4.18669,3.49079,0.69589,13487,8.35429,4470935,654216,491173,163043,14.63264,10.98591,3.64673,1416392,144278,56926,26717,201,208430,13936,8393,130355,2005628,173658,15233,165819,45873,400583,2406211
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Pakistani,252199,89235638,4743497,3598666,1144831,5.3157,4.03277,1.28293,34956,13.86048,11701459,1797431,1198642,598789,15.36074,10.24353,5.11722,2679181,261934,161670,14983,111,205627,26294,38798,199384,3587982,385640,43325,588158,125112,1142235,4730217
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Bangladeshi,101887,36548652,1879369,1462552,416817,5.1421,4.00166,1.14044,12880,12.64146,4386506,654819,452950,201869,14.92803,10.32599,4.60205,1119061,97342,65051,3862,38,49750,7056,12165,68512,1422837,108296,18614,228225,51549,406684,1829521
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Any other Asian background,101492,35666328,1573927,1257815,316112,4.41292,3.52662,0.8863,10232,10.08158,3227871,497709,347482,150227,15.41911,10.76505,4.65406,874947,94316,37731,13371,166,117570,8720,8425,97264,1252510,115475,12767,148819,38043,315104,1567614
Academic year,six half terms,201213,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Black Total,336994,118314888,4443591,3341747,1101844,3.75573,2.82445,0.93128,28039,8.32033,8657941,1422083,913070,509013,16.42519,10.54604,5.87915,2341206,306746,67972,21009,282,161944,7259,109271,307877,3323566,185440,92939,630043,186755,1095177,4418743
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Black Caribbean,85421,30142329,1438692,1043454,395238,4.773,3.46176,1.31124,10735,12.56717,3496234,588112,364405,223707,16.8213,10.42279,6.39851,738201,89873,2460,6439,69,42020,1457,46716,110226,1037461,47333,43734,239719,62272,393058,1430519
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Black African,210519,73824219,2391938,1844067,547871,3.24005,2.49792,0.74213,12958,6.15526,3807222,606961,403149,203812,15.94236,10.58906,5.3533,1281982,177205,60748,12006,131,95139,5137,48849,153110,1834307,114232,35174,295442,99537,544385,2378692
Academic year,six half terms,201213,National,E92000001,England,Total,Minor ethnic groups,Ethnicity Minor Any other black background,41054,14348340,612961,454226,158735,4.272,3.1657,1.1063,4346,10.58606,1354485,227010,145516,81494,16.75988,10.74327,6.0166,321023,39668,4764,2564,82,24785,665,13706,44541,451798,23875,14031,94882,24946,157734,609532
Academic year,six half terms,201213,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Chinese,23068,8165054,250940,213033,37907,3.07334,2.60908,0.46426,1109,4.80753,354406,52200,40633,11567,14.72887,11.4651,3.26377,129880,19961,468,5638,21,36306,1664,502,17510,211950,18395,2233,12436,4635,37699,249649
Academic year,six half terms,201213,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Any Other Ethnic Group,96761,33433111,1694826,1224531,470295,5.0693,3.66263,1.40667,12890,13.32148,3973991,630683,391493,239190,15.87027,9.85138,6.01889,841055,103022,43778,6467,1091,105759,6476,16260,94893,1218801,158306,18366,234213,57604,468489,1687290
Academic year,six half terms,201213,National,E92000001,England,Total,Minority ethnic total,Ethnicity Minority Ethnic Group,1690003,595094523,30099537,22825386,7274151,5.05794,3.83559,1.22235,223153,13.2043,72060397,11887202,7768968,4118234,16.49617,10.78119,5.71498,16367729,1727803,494284,152885,204160,1611197,90031,346239,1692981,22687309,1779688,394311,4154956,906007,7234962,29922271
Academic year,six half terms,201213,National,E92000001,England,Total,Major ethnic groups,Ethnicity Major Unclassified,182785,36528568,2382068,1719731,662337,6.52111,4.70791,1.8132,39816,21.78297,6968382,1339657,849661,489996,19.22479,12.19309,7.0317,1177188,129768,6782,19671,15614,131572,2081,39328,181021,1703025,105414,36362,439039,75192,656007,2359032
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 1 and below,645487,230249337,12173620,10169263,2004357,5.28715,4.41663,0.87052,86804,13.44783,28917654,4359505,3275658,1083847,15.07558,11.32754,3.74805,7607449,639877,60375,171,42565,1232518,21110,18595,521445,10144105,643457,165754,986821,202273,1998305,12142410
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 2,622395,222864654,10695102,8855627,1839475,4.79892,3.97354,0.82538,68954,11.07882,22879174,3416659,2503678,912981,14.93349,10.94304,3.99045,6477843,566277,59675,220,41242,1156130,20175,24094,488222,8833878,610159,152234,892638,178746,1833777,10667655
